Title,Note,URL,Tags,Comment
,,,,
Lysée,,https://www.google.com/maps/place/Lys%C3%A9e/data=!4m2!3m1!1s0x89c2596ac07cd8c3:0xb8aa92d60c6bd28a,,
Thea,saw on instagram,https://www.google.com/maps/place/Thea/data=!4m2!3m1!1s0x89c25b8313f0a60f:0x286417257db73663,,
PLG Coffee House and Tavern,,https://www.google.com/maps/place/PLG+Coffee+House+and+Tavern/data=!4m2!3m1!1s0x89c25b6e70a4c14f:0x17977c4460172d6f,,
ViVi Bubble Tea,,https://www.google.com/maps/place/ViVi+Bubble+Tea/data=!4m2!3m1!1s0x89c25a4f1e0edb4d:0x3341a06bf0a83ffd,,
SEY Coffee,Dennis posted this place on Instagram,https://www.google.com/maps/place/SEY+Coffee/data=!4m2!3m1!1s0x89c25c0105373fb7:0x783a86971e7d46ad,,
