Title,Note,URL,Tags,Comment
,,,,
CHARLIE,public possession did a thing here,https://www.google.com/maps/place/CHARLIE/data=!4m2!3m1!1s0x479ddf6a27dd7617:0xfeb464ba2ca2d25a,,
BLITZ Club,,https://www.google.com/maps/place/BLITZ+Club/data=!4m2!3m1!1s0x479ddf62d1638fd1:0x23608906958fc06b,,
KOMU,from the tim raue michelin star show. they got 2 stars,https://www.google.com/maps/place/KOMU/data=!4m2!3m1!1s0x479e75f59a397591:0xbbdee6ff14d48df4,,
Café Kosmos,fred sagt ist gut,https://www.google.com/maps/place/Caf%C3%A9+Kosmos/data=!4m2!3m1!1s0x479e75fbc9b08a7d:0x70ef9fb83ad539ad,,
SAUNA,,https://www.google.com/maps/place/SAUNA/data=!4m2!3m1!1s0x479e75fb8770af7d:0xddaa2021981e0173,,
Tantris,kitchen impossible,https://www.google.com/maps/place/Tantris/data=!4m2!3m1!1s0x479e75ca0a8821b5:0x2a229bc3d223efb0,,
YOUNGSTARS PARLOUR,,https://www.google.com/maps/place/YOUNGSTARS+PARLOUR/data=!4m2!3m1!1s0x479e777fb3ecb41b:0x2373262b8b428c2b,,
