City,Lat,Long,Google Maps Link,Name,Category,List,Closed
Berlin,52.531885599999995,13.411878000000002,https://www.google.com/maps/place/Frank+Caf%C3%A9/data=!4m2!3m1!1s0x47a851afccbb6b91:0x4cf6598425cabe94,Frank Café,club,favorite,true
Berlin,52.5159496,13.417068300000002,https://www.google.com/maps/place/Golden+Gate/data=!4m2!3m1!1s0x47a84fbbda7f045d:0xc62d197ae575e60f,Golden Gate,club,favorite,
Berlin,52.501148300000004,13.4166194,https://www.google.com/maps/place/Gorgonzola+Club/data=!4m2!3m1!1s0x47a84e33ab7da2e3:0x7d4d5200e037e1f2,Gorgonzola Club,club,favorite,
Berlin,52.5381019,13.3275524,https://www.google.com/maps/place/Heidegl%C3%BChen/data=!4m2!3m1!1s0x47a85181c4e515f9:0xf09247161115210b,Heideglühen,club,favorite,
Berlin,52.5443942,13.378539400000001,https://www.google.com/maps/place/Humboldthain+Club/data=!4m2!3m1!1s0x47a8518991e8afad:0x7340195fb5c93dc4,Humboldthain Club,club,favorite,
Berlin,52.497429600000004,13.450915300000002,https://www.google.com/maps/place/Ipse/data=!4m2!3m1!1s0x47a84e54436186ab:0x491ee326e69fd7f4,Ipse,club,favorite,
Berlin,52.503639299999996,13.458942999999998,https://www.google.com/maps/place/N%C3%85POLEON+KOMPLEX/data=!4m2!3m1!1s0x47a84fe85ae74365:0x2ddf535d98bf5f80,NÅPOLEON KOMPLEX,club,favorite,
Berlin,52.51049629999999,13.420219599999998,https://www.google.com/maps/place/OHM/data=!4m2!3m1!1s0x47a84e3ae53c6233:0x7d8531656bfc43a0,OHM,club,favorite,
Berlin,52.5077644,13.474745200000001,https://www.google.com/maps/place/OXI+%26+OXI+Garten/data=!4m2!3m1!1s0x47a84f3716885785:0xf4f42513df6ca548,OXI & OXI Garten,club,favorite,
Berlin,52.49931780000001,13.418987399999999,https://www.google.com/maps/place/Paloma/data=!4m2!3m1!1s0x47a84e335e237cd3:0x1b58b7096ae2e00c,Paloma,club,favorite,
Berlin,52.5028492,13.407881600000003,https://www.google.com/maps/place/Ritter+Butzke/data=!4m2!3m1!1s0x47a84e2c6c6d5aa5:0xe6c2573ac8bc325f,Ritter Butzke,club,favorite,
Berlin,52.459889999999994,13.505479999999997,https://www.google.com/maps/place/RSO.BERLIN/data=!4m2!3m1!1s0x47a84f0c55015f7d:0x629bd0ee79cf4f08,RSO.BERLIN,club,favorite,
Berlin,52.477846899999996,13.439343099999999,https://www.google.com/maps/place/Sameheads/data=!4m2!3m1!1s0x47a84fa3de69939f:0x48780735b01319ad,Sameheads,club,favorite,
Berlin,52.4794165,13.433768199999998,https://www.google.com/maps/place/SchwuZ/data=!4m2!3m1!1s0x47a84fa3455cc987:0x769596c74300f925,SchwuZ,club,favorite,
Berlin,52.493227100000006,13.491902900000001,https://www.google.com/maps/place/Sisyphos+Nightclub/data=!4m2!3m1!1s0x47a84edee9d20aa7:0x3587c2ca47fc0903,Sisyphos Nightclub,club,favorite,
Berlin,52.4997024,13.262822399999997,https://www.google.com/maps/place/Tennis+club+SCC+Berlin+e.V./data=!4m2!3m1!1s0x47a8573144167d99:0x71e9b91a8a817cee,Tennis club SCC Berlin e.V.,club,favorite,
Berlin,52.5107462,13.4193396,https://www.google.com/maps/place/Tresor+Berlin+I+Club+%26+label/data=!4m2!3m1!1s0x47a84e3ac6dccb67:0xebef299c30508423,Tresor Berlin I Club & label,club,favorite,
Berlin,52.493024299999995,13.3872097,https://www.google.com/maps/place/Zur+Klappe/data=!4m2!3m1!1s0x47a85028dc46a6d7:0xc6c25e64ba035e4c,Zur Klappe,club,favorite,
Berlin,52.4976865,13.449804699999998,https://www.google.com/maps/place/%C3%86den/data=!4m2!3m1!1s0x47a84fcd334e155d:0x4800596eb583e485,Æden,club,favorite,
Berlin,52.50601729999999,13.341022599999997,https://www.google.com/maps/place/Aquarium+Berlin/data=!4m2!3m1!1s0x47a851aabdc86f69:0x6f120666c75e07fe,Aquarium Berlin,experience,favorite,
Berlin,52.5222875,13.378488899999999,https://www.google.com/maps/place/Baan-Nuad+Thaimassage/data=!4m2!3m1!1s0x47a851c0678307a5:0xbbeeecd855a9573c,Baan-Nuad Thaimassage,experience,favorite,
Berlin,52.4796219,13.432231199999997,https://www.google.com/maps/place/BERLIN+-+KART/data=!4m2!3m1!1s0x47a84530eb71ee75:0x74ad9731dfd9b030,BERLIN - KART,experience,favorite,
Berlin,52.507830299999995,13.3394157,https://www.google.com/maps/place/Berlin+Zoological+Garden/data=!4m2!3m1!1s0x47a851aabdc86f69:0x8139eb3ae980ae7e,Berlin Zoological Garden,experience,favorite,
Berlin,52.51730359999999,13.249993599999998,https://www.google.com/maps/place/Berliner+U-Bahn-Museum/data=!4m2!3m1!1s0x47a856dfd3f9e0ff:0xd62564e80c88dab1,Berliner U-Bahn-Museum,experience,favorite,
Berlin,52.4983833,13.433692299999999,https://www.google.com/maps/place/Black+Light+Mini+Golf+Berlin/data=!4m2!3m1!1s0x47a84e4d21f8ce8d:0xb2dda1a438e8e0f6,Black Light Mini Golf Berlin,experience,favorite,
Berlin,52.4848761,13.4291433,https://www.google.com/maps/place/Ceramic+Kingdom/data=!4m2!3m1!1s0x47a84fbcb3eea1b7:0xab672d8542154e6f,Ceramic Kingdom,experience,favorite,
Berlin,52.505797199999996,13.329943,https://www.google.com/maps/place/Delphi+LUX/data=!4m2!3m1!1s0x47a850fe7a22b9db:0x541bc00a63529f7,Delphi LUX,experience,favorite,
Berlin,52.525628100000006,13.4941593,https://www.google.com/maps/place/Fahrbereitschaft/data=!4m2!3m1!1s0x47a84e9bd96499b9:0x2183102409dcef99,Fahrbereitschaft,experience,favorite,
Berlin,52.504167699999996,13.423836299999998,https://www.google.com/maps/place/Freiluftkino+Kreuzberg/data=!4m2!3m1!1s0x47a84e3145f158b3:0x86b79ac2bfa4f43e,Freiluftkino Kreuzberg,experience,favorite,
Berlin,52.523931,13.374345000000002,https://www.google.com/maps/place/Futurium/data=!4m2!3m1!1s0x47a851bfc85f1a13:0xb06bf457dc8c0639,Futurium,experience,favorite,
Berlin,52.4940515,13.359200699999999,https://www.google.com/maps/place/Hochbunker+Pallasstra%C3%9Fe/data=!4m2!3m1!1s0x47a850487f529fcf:0xfde2eea4b2590b0c,Hochbunker Pallasstraße,experience,favorite,
Berlin,52.582729500000006,13.3117665,https://www.google.com/maps/place/JUMP+House+Reinickendorf/data=!4m2!3m1!1s0x47a85476476d33af:0x3aacc4f2efaabb5a,JUMP House Reinickendorf,experience,favorite,
Berlin,52.4358161,13.5478716,https://www.google.com/maps/place/Kino+Casablanca/data=!4m2!3m1!1s0x47a84e111d4c91a7:0xf7f8368990a3f52b,Kino Casablanca,experience,favorite,
Berlin,52.47589130000001,13.447335800000003,https://www.google.com/maps/place/Koyma+Traditionelle+Thail%C3%A4ndische+Massage/data=!4m2!3m1!1s0x47a84f0a6335e813:0xefced7d9f1ea23ae,Koyma Traditionelle Thailändische Massage,experience,favorite,
Berlin,52.468867200000005,13.434608299999999,https://www.google.com/maps/place/Kularb's+Massagen/data=!4m2!3m1!1s0x47a84f9bfb897e13:0xaa4ddb65d216c826,Kularb's Massagen,experience,favorite,
Berlin,52.5608447,13.461325599999997,https://www.google.com/maps/place/LaserTag.Berlin/data=!4m2!3m1!1s0x47a84f52a79abb5d:0x331effeb06b8696a,LaserTag.Berlin,experience,favorite,
Berlin,52.50975149999999,13.3722786,https://www.google.com/maps/place/LEGOLAND+Discovery+Centre+Berlin/data=!4m2!3m1!1s0x47a851947a55bbcd:0x8c08d625529692db,LEGOLAND Discovery Centre Berlin,experience,favorite,
Berlin,52.52007109999999,13.497496499999995,https://www.google.com/maps/place/MOBIKART+Fun+Racing+GmbH/data=!4m2!3m1!1s0x47a84c176c7d0ed1:0xf0cdc9c5560fbb5e,MOBIKART Fun Racing GmbH,experience,favorite,
Berlin,52.51004569999999,13.3873018,https://www.google.com/maps/place/Museum+for+Communication+Berlin/data=!4m2!3m1!1s0x47a851d033bf4ebf:0x5b6b655bba0c50f,Museum for Communication Berlin,experience,favorite,
Berlin,52.5315638,13.411739800000001,https://www.google.com/maps/place/Pfefferberg+Theater/data=!4m2!3m1!1s0x47a851fd53869769:0x4d14028c7af65eca,Pfefferberg Theater,experience,favorite,
Berlin,52.5056613,13.446063800000001,https://www.google.com/maps/place/Sandbox+VR+Berlin/data=!4m2!3m1!1s0x47a84f01c3e9549b:0x3538249691f84a53,Sandbox VR Berlin,experience,favorite,
Berlin,52.498797200000006,13.302375,https://www.google.com/maps/place/Schaub%C3%BChne/data=!4m2!3m1!1s0x47a850c29837c90b:0x334fbd955e4475f7,Schaubühne,experience,favorite,
Berlin,52.418328499999994,13.2871933,https://www.google.com/maps/place/Schwarzlicht-Insel+Berlin/data=!4m2!3m1!1s0x47a85bae81255979:0xe5132e478b0a259f,Schwarzlicht-Insel Berlin,experience,favorite,
Berlin,52.504296100000005,13.358217499999999,https://www.google.com/maps/place/Schwules+Museum/data=!4m2!3m1!1s0x47a8502627c84535:0xcd736ce22edb7533,Schwules Museum,experience,favorite,
Berlin,52.5175461,13.391762399999996,https://www.google.com/maps/place/Staatsbibliothek+zu+Berlin+-+Preu%C3%9Fischer+Kulturbesitz/data=!4m2!3m1!1s0x47a851c9f7da2c2b:0x810df1c9c3a7419f,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,experience,favorite,
Berlin,52.48643,13.445596599999998,https://www.google.com/maps/place/Studio+Roiii/data=!4m2!3m1!1s0x47a84f28ce6bd06b:0x70c81bb4a6a04cb6,Studio Roiii,experience,favorite,
Berlin,52.5107335,13.322784400000002,https://www.google.com/maps/place/the+temporary+bauhaus-archiv+%2F+museum+f%C3%BCr+gestaltung/data=!4m2!3m1!1s0x47a85163e52e2065:0xbc6e508342e8ee7a,the temporary bauhaus-archiv / museum für gestaltung,experience,favorite,
Berlin,52.4784162,13.447157099999998,https://www.google.com/maps/place/Ting+Traditionelle+Thaimassage+%26+Akupresur/data=!4m2!3m1!1s0x47a84fa7535fcd73:0x748ff85d7d7249b5,Ting Traditionelle Thaimassage & Akupresur,experience,favorite,
Berlin,52.4753286,13.522311499999999,https://www.google.com/maps/place/Antikflohmarkt+Trabrennbahn+Berlin+Karlshorst/data=!4m2!3m1!1s0x47a849b95bced419:0x66da9381a88a77f6,Antikflohmarkt Trabrennbahn Berlin Karlshorst,flea market,favorite,
Berlin,52.513940299999994,13.334273,https://www.google.com/maps/place/Berliner+Tr%C3%B6delmarkt/data=!4m2!3m1!1s0x47a8510382b226ab:0x6b3caa5dc8c1afb6,Berliner Trödelmarkt,flea market,favorite,
Berlin,52.466222699999996,13.437464799999999,https://www.google.com/maps/place/NK+Kranoldplatz+Flohmarkt/data=!4m2!3m1!1s0x47a84f7a4a2b143b:0x930d388fdcc4f84f,NK Kranoldplatz Flohmarkt,flea market,favorite,
Berlin,52.4942287,13.425843400000002,https://www.google.com/maps/place/Nowk%C3%B6lln+Flowmarkt/data=!4m2!3m1!1s0x47a84f9685d6d847:0xbe192b892a9adabb,Nowkölln Flowmarkt,flea market,favorite,
Berlin,52.52898630000001,13.406978899999999,https://www.google.com/maps/place/1976+Berlin/data=!4m2!3m1!1s0x47a851e254c5fa01:0xcef5f188656db887,1976 Berlin,shop,favorite,true
Berlin,52.5360225,13.3973189,https://www.google.com/maps/place/25books/data=!4m2!3m1!1s0x47a851f08ad1c2c1:0x3857d8bb7b382da2,25books,shop,favorite,true
Berlin,52.5254621,13.4046956,https://www.google.com/maps/place/Acne+Studios+Weinmeisterstrasse/data=!4m2!3m1!1s0x47a851e172784ba9:0x846ee6f1e3754f03,Acne Studios Weinmeisterstrasse,shop,favorite,true
Berlin,52.475605699999996,13.430282100000001,https://www.google.com/maps/place/AGORA+MITTELWEG+Coworking+Space+%26+Caf%C3%A9+Berlin+Neuk%C3%B6lln/data=!4m2!3m1!1s0x47a84fbd51f4db39:0x7676c36253e755cb,AGORA MITTELWEG Coworking Space & Café Berlin Neukölln,other,favorite,true
Berlin,52.455778599999995,13.3766402,https://www.google.com/maps/place/American+Lifestyle+-+US+Store+Berlin/data=!4m2!3m1!1s0x47a84554c208e5eb:0x45d2be671723c085,American Lifestyle - US Store Berlin,shop,favorite,true
Berlin,52.4911605,13.4147104,https://www.google.com/maps/place/Anderskorn/data=!4m2!3m1!1s0x47a84fcece5941f3:0x23fe34e15e142903,Anderskorn,shop,favorite,true
Berlin,52.5453407,13.373626299999998,https://www.google.com/maps/place/Anita+Berber/data=!4m2!3m1!1s0x47a85187ac2f1b21:0x724d541ce21db8ac,Anita Berber,bar,favorite,true
Berlin,52.480553300000004,13.421371,https://www.google.com/maps/place/B.HORN/data=!4m2!3m1!1s0x47a84fbf26fac197:0x191718d0b3204778,B.HORN,restaurant,favorite,true
Berlin,52.4985496,13.4179723,https://www.google.com/maps/place/babaleison/data=!4m2!3m1!1s0x47a84f27bdd499a9:0x4606a184c9ec3560,babaleison,restaurant,favorite,true
Berlin,52.480863600000006,13.434079700000002,https://www.google.com/maps/place/Bergklause/data=!4m2!3m1!1s0x47a84fbb4d809deb:0x28994de4d7ab70ef,Bergklause,bar,favorite,true
Berlin,52.4761022,13.4326742,https://www.google.com/maps/place/Bergschloss/data=!4m2!3m1!1s0x47a84fa2c09717ed:0x1be66774e8c4178c,Bergschloss,bar,favorite,true
Berlin,52.4810459,13.425267499999999,https://www.google.com/maps/place/Berlin+Tantuni/data=!4m2!3m1!1s0x47a84fb95482ccff:0xa571a42b4855a43b,Berlin Tantuni,restaurant,favorite,
Berlin,52.486484,13.430950099999999,https://www.google.com/maps/place/Berlinburger+International/data=!4m2!3m1!1s0x47a84fb09074cdcd:0xdbb4649be7a5d4b3,Berlinburger International,restaurant,favorite,
Berlin,52.5322296,13.393081299999999,https://www.google.com/maps/place/Bourbon+Dogs/data=!4m2!3m1!1s0x47a84e4b1927e659:0xdfa739dfa78f69b7,Bourbon Dogs,other,favorite,true
Berlin,52.4913053,13.428218799999998,https://www.google.com/maps/place/Burrito+Baby/data=!4m2!3m1!1s0x47a84fb69db50e6b:0x177c2f11ea6ba9b6,Burrito Baby,restaurant,favorite,
Berlin,52.486984400000004,13.4307511,https://www.google.com/maps/place/Butter+%26+Korn/data=!4m2!3m1!1s0x47a84f50b01b94ff:0xb1f08f455f5c97a3,Butter & Korn,bar,favorite,true
Berlin,52.4914059,13.3832103,https://www.google.com/maps/place/by+Fenna+Lang/data=!4m2!3m1!1s0x47a851d2e7a553e5:0x67b03b5a2e2c2a8b,by Fenna Lang,nail salon,favorite,
Berlin,52.48325,13.446745499999997,https://www.google.com/maps/place/Cabslam/data=!4m2!3m1!1s0x47a84fa7cdfbc153:0x48541ff34f30173c,Cabslam,restaurant,favorite,true
Berlin,52.49393870000001,13.4187578,https://www.google.com/maps/place/Caf%C3%A9+Datscha+Kreuzberg/data=!4m2!3m1!1s0x47a84fcbc0045e91:0xe7fd7b7b24d05b31,Café Datscha Kreuzberg,restaurant,favorite,true
Berlin,52.495443699999996,13.4178449,https://www.google.com/maps/place/Caf%C3%A9+Mugrabi/data=!4m2!3m1!1s0x47a84e4ce2e17d2b:0x8b30ed997de94c9e,Café Mugrabi,cafe,favorite,true
Berlin,52.5406058,13.419372599999997,https://www.google.com/maps/place/Caf%C3%A9+Suicide+Sue/data=!4m2!3m1!1s0x47a84e0065275423:0x76472b9c0e1b62e1,Café Suicide Sue,cafe,favorite,true
Berlin,52.4951061,13.4175463,https://www.google.com/maps/place/Candy+On+Bone/data=!4m2!3m1!1s0x47a84fcb812d459d:0xd2884cb78a9993aa,Candy On Bone,restaurant,favorite,true
Berlin,52.48124180000001,13.4251496,https://www.google.com/maps/place/CHIX+Fried+Chicken/data=!4m2!3m1!1s0x47a84f47b97bcd67:0x7e1fb22cffb34995,CHIX Fried Chicken,restaurant,favorite,true
Berlin,52.4904869,13.435770999999997,https://www.google.com/maps/place/Christa+Kupfer/data=!4m2!3m1!1s0x47a84fcdf5e878f1:0x435066a60226f55d,Christa Kupfer,club,favorite,true
Berlin,52.506432,13.392965,https://www.google.com/maps/place/Chupenga+Burritos+%26+Salads/data=!4m2!3m1!1s0x47a851d6a3ffb2e7:0x76b522c48c123569,Chupenga Burritos & Salads,restaurant,favorite,true
Berlin,52.5356029,13.4228947,https://www.google.com/maps/place/CK+Caf%C3%A9/data=!4m2!3m1!1s0x47a84e041cdf1005:0x46e79b9f07907f36,CK Café,cafe,favorite,true
Berlin,52.5404574,13.422433499999999,https://www.google.com/maps/place/Cookies+%26+Co/data=!4m2!3m1!1s0x47a84e00a2e76081:0xc6c37d97768375ea,Cookies & Co,bakery,favorite,true
Berlin,52.503111499999996,13.409961099999999,https://www.google.com/maps/place/CRACKBUNS/data=!4m2!3m1!1s0x47a85138e5299f09:0xcb47ccd0a4686882,CRACKBUNS,restaurant,favorite,true
Berlin,52.4835709,13.440799199999997,https://www.google.com/maps/place/CRAZY+BASTARD+KITCHEN/data=!4m2!3m1!1s0x47a84fa859ddf7f5:0xc03f5d2b61111784,CRAZY BASTARD KITCHEN,shop,favorite,true
Berlin,52.5470829,13.408733699999999,https://www.google.com/maps/place/Dan's+Dim+Sum/data=!4m2!3m1!1s0x47a8520399adfbe9:0x74078271ea2f4876,Dan's Dim Sum,restaurant,favorite,true
Berlin,52.54548,13.41666,https://www.google.com/maps/place/Das+Institut/data=!4m2!3m1!1s0x47a853a58c170ce1:0x7721fe85fc6b8b37,Das Institut,other,favorite,true
Berlin,52.5322746,13.340639399999997,https://www.google.com/maps/place/Dicker+Engel/data=!4m2!3m1!1s0x47a8517397d44539:0x7c1bc1da191a2dfe,Dicker Engel,restaurant,favorite,true
Berlin,52.495432799999996,13.417834299999999,https://www.google.com/maps/place/DIE+BRODST%C3%84TTE+(aka+THE+BREAD+STATION)/data=!4m2!3m1!1s0x47a84fb59bd123d3:0x4c831c944a9fd99b,DIE BRODSTÄTTE (aka THE BREAD STATION),bakery,favorite,true
Berlin,52.540945,13.410722999999999,https://www.google.com/maps/place/Dr.+Pong/data=!4m2!3m1!1s0x47a851ff48c041ff:0xca1886377d4ceaa5,Dr. Pong,bar,favorite,true
Berlin,52.5310898,13.4266131,https://www.google.com/maps/place/Dream+Baby+Dream/data=!4m2!3m1!1s0x47a84f9a62991bbb:0xb8560183cd0309de,Dream Baby Dream,bar,favorite,true
Berlin,52.5293135,13.399922000000002,https://www.google.com/maps/place/DUDU/data=!4m2!3m1!1s0x47a851e44e1a5c51:0xb4a0daf1be0c2d13,DUDU,restaurant,favorite,true
Berlin,52.52967400000001,13.398862200000002,https://www.google.com/maps/place/East+%26+Eden/data=!4m2!3m1!1s0x47a851e5ae016147:0xd953cda3fc5480b6,East & Eden,cafe,favorite,true
Berlin,52.480564599999994,13.4391573,https://www.google.com/maps/place/Eat+Meat/data=!4m2!3m1!1s0x47a84fa1e60d4abd:0x3d3057e8cdfa55bc,Eat Meat,restaurant,favorite,true
Berlin,52.50687665,13.424753449999997,https://www.google.com/maps/place/Effy+Nails/data=!4m2!3m1!1s0x47a84fcae06800ff:0x6c6368078327d54b,Effy Nails,nail salon,favorite,
Berlin,52.5041964,13.435178800000001,https://www.google.com/maps/place/EhemalsRichard/data=!4m2!3m1!1s0x47a84e491ff6594d:0x4f610fcdb75730b2,EhemalsRichard,restaurant,favorite,true
Berlin,52.4991354,13.4298953,https://www.google.com/maps/place/EIGENGRAU/data=!4m2!3m1!1s0x47a84f542f0b4ff9:0x7a56fbb898ed933a,EIGENGRAU,bar,favorite,true
Berlin,52.527153,13.3858928,https://www.google.com/maps/place/einsunternull/data=!4m2!3m1!1s0x47a851ebdcf5b4ff:0xb74d80ffd71649ca,einsunternull,restaurant,favorite,true
Berlin,52.5102476,13.453928800000002,https://www.google.com/maps/place/ENDAYZ+-+Streetwear+and+more/data=!4m2!3m1!1s0x47a84e5c0aa6242b:0x8c9865c55a20bfc7,ENDAYZ - Streetwear and more,nail salon,favorite,true
Berlin,52.5446886,13.3680205,https://www.google.com/maps/place/ernst/data=!4m2!3m1!1s0x47a85186ff78163d:0x37bdb7159cb7a8f6,ernst,restaurant,favorite,true
Berlin,52.541957599999996,13.354944000000001,https://www.google.com/maps/place/Ernst+Gastro+GmbH/data=!4m2!3m1!1s0x47a8517898ab6e91:0x8583d4f351b2f401,Ernst Gastro GmbH,bar,favorite,true
Berlin,52.525979199999995,13.4126635,https://www.google.com/maps/place/Euphoria+Studio/data=!4m2!3m1!1s0x47a84fc7b8982411:0x26aaa757e7cf9d62,Euphoria Studio,nail salon,favorite,
Berlin,52.5059256,13.432755,https://www.google.com/maps/place/Exil+Wohnmagazin/data=!4m2!3m1!1s0x47a84e4857f126f7:0x4f6947366644cb0a,Exil Wohnmagazin,shop,favorite,true
Berlin,52.499340399999994,13.424274100000002,https://www.google.com/maps/place/Farbfernseher/data=!4m2!3m1!1s0x47a84e35101286b5:0x9a82eff1d7c48e10,Farbfernseher,club,favorite,true
Berlin,52.542598999999996,13.356381899999997,https://www.google.com/maps/place/Feiner+Hubert/data=!4m2!3m1!1s0x47a851820541c05b:0x11fc2d2f418925df,Feiner Hubert,restaurant,favorite,true
Berlin,52.52837429999999,13.393950399999998,https://www.google.com/maps/place/FREA/data=!4m2!3m1!1s0x47a85111316f39c5:0x168aa62f90f8231c,FREA,restaurant,favorite,true
Berlin,52.49393179999999,13.4374785,https://www.google.com/maps/place/Freddy+Fey%E2%80%99s+Fish%26Fries/data=!4m2!3m1!1s0x47a84f24e96f36e7:0xdb66fdbc024a6642,Freddy Fey’s Fish&Fries,restaurant,favorite,true
Berlin,52.503935299999995,13.339762499999997,https://www.google.com/maps/place/Frizza+Bistro+%26+Caf%C3%A9/data=!4m2!3m1!1s0x47a85121b4a6d40d:0x18c096266dbe0ea5,Frizza Bistro & Café,restaurant,favorite,true
Berlin,52.488140699999995,13.429953300000001,https://www.google.com/maps/place/Fuchs+%26+Elster/data=!4m2!3m1!1s0x47a84fb0d0feaad3:0xe8412ededda7aed,Fuchs & Elster,restaurant,favorite,true
Berlin,52.5017573,13.351895000000003,https://www.google.com/maps/place/Garage/data=!4m2!3m1!1s0x47a8504d8d12471d:0x4b62339c4e06af,Garage,shop,favorite,true
Berlin,52.4803644,13.442322899999999,https://www.google.com/maps/place/Getr%C3%A4nke+Hoffmann/data=!4m2!3m1!1s0x47a84fa6bd86fe33:0x340a64672c1f5520,Getränke Hoffmann,shop,favorite,true
Berlin,52.5075097,13.326405699999999,https://www.google.com/maps/place/GLASS/data=!4m2!3m1!1s0x47a850fd744e2049:0x8ab26fb1334f3d1b,GLASS,restaurant,favorite,true
Berlin,52.5042318,13.307130899999999,https://www.google.com/maps/place/GOHAN/data=!4m2!3m1!1s0x47a8513cf983f21b:0x983264315bb4eba5,GOHAN,restaurant,favorite,true
Berlin,52.501015300000006,13.3178101,https://www.google.com/maps/place/Grosz/data=!4m2!3m1!1s0x47a850e518bf636b:0x843a797420b0643,Grosz,restaurant,favorite,true
Berlin,52.50891,13.372910000000001,https://www.google.com/maps/place/Habitat/data=!4m2!3m1!1s0x47a851c98635b7e1:0xfb101ece463a2dec,Habitat,shop,favorite,true
Berlin,52.5437544,13.415877499999999,https://www.google.com/maps/place/Hanage+-+Japanese+Okonomiyaki/data=!4m2!3m1!1s0x47a852005ccb89ad:0x60bf81fbbcc4f200,Hanage - Japanese Okonomiyaki,restaurant,favorite,true
Berlin,52.5279687,13.4029988,https://www.google.com/maps/place/Hashi+Izakaya+%26+Japanese+Kitchen/data=!4m2!3m1!1s0x47a851e3f3df823d:0xb03c5d510da3e7d1,Hashi Izakaya & Japanese Kitchen,restaurant,favorite,true
Berlin,52.484496299999996,13.434908799999995,https://www.google.com/maps/place/Heat+%26+Beat/data=!4m2!3m1!1s0x47a84fbaad467865:0x6c83f543986f1cb,Heat & Beat,restaurant,favorite,true
Berlin,52.535160999999995,13.419196299999998,https://www.google.com/maps/place/HEIDE's/data=!4m2!3m1!1s0x47a84e03c4e1756b:0x5bab2516b56735eb,HEIDE's,cafe,favorite,true
Berlin,52.5486111,13.4563889,https://www.google.com/maps/place/Herbert%E2%80%99s+Eck/data=!4m2!3m1!1s0x47a84dc331ba4e5f:0xf2513651b04119fa,Herbert’s Eck,bar,favorite,true
Berlin,52.4854421,13.442085599999999,https://www.google.com/maps/place/Herbie+Unverpackt+Neuk%C3%B6lln/data=!4m2!3m1!1s0x47a84f649673455d:0xaf5d303c7ebebfaa,Herbie Unverpackt Neukölln,shop,favorite,true
Berlin,52.529472299999995,13.402151,https://www.google.com/maps/place/HERMANN'S+Berlin/data=!4m2!3m1!1s0x47a851e463946c27:0xf05d77e4d26e854,HERMANN'S Berlin,restaurant,favorite,true
Berlin,52.5418781,13.393543799999998,https://www.google.com/maps/place/Hirsch+%26+Hase/data=!4m2!3m1!1s0x47a85112056046f7:0x8f2c5ac911a4eeee,Hirsch & Hase,bar,favorite,true
Berlin,52.5029369,13.407577999999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x47a84e2c43bfc9bb:0xa63573bfe4222da9,St.Georg Berlin Kreuzberg E.V.,club,favorite,true
Berlin,52.4832742,13.4374431,https://www.google.com/maps/place//data=!4m2!3m1!1s0x47a84fa50d443be9:0xe07ed9f59718a2a1,Industry Standard,restaurant,favorite,true
Berlin,52.49095969999999,13.435224199999999,https://www.google.com/maps/place//data=!4m2!3m1!1s0x47a84fbb202e4783:0x9bbbc327d97f7f9c,Victoria Tacos,restaurant,favorite,
Berlin,52.496095399999994,13.42213,https://www.google.com/maps/place//data=!4m2!3m1!1s0x47a84fcae0b04909:0xc8c7ff57115fa54b,La Perla Oyster Bar,bar,favorite,true
Berlin,52.502154600000004,13.411231299999997,https://www.google.com/maps/place//data=!4m2!3m1!1s0x47a851e313d42289:0x67b93d6a7c807f8d,YAFO,restaurant,favorite,true
Berlin,52.5335703,13.3710063,https://www.google.com/maps/place/Hundesalon+Paws+and+Tails+Mitte/data=!4m2!3m1!1s0x47a851fec79dd8b5:0x73431718017dd6d3,Hundesalon Paws and Tails Mitte,other,favorite,
Berlin,52.528934299999996,13.4071584,https://www.google.com/maps/place/isla+Berlin/data=!4m2!3m1!1s0x47a84e25a58a0d0b:0xc9fcc6ea5a69a500,isla Berlin,nail salon,favorite,true
Berlin,52.490665299999996,13.4907715,https://www.google.com/maps/place/Jackie+O/data=!4m2!3m1!1s0x47a84edf6dbe7e2b:0xbed084ee59e403c9,Jackie O,bar,favorite,true
Berlin,52.5151633,13.410242899999998,https://www.google.com/maps/place/Johanenlies/data=!4m2!3m1!1s0x47a851e3d2962507:0x2c4a1c3fd9b9d7c5,Johanenlies,shop,favorite,true
Berlin,52.499367,13.433860999999998,https://www.google.com/maps/place/John+Muir/data=!4m2!3m1!1s0x47a84e4b8450b267:0x1161996bb14a4a93,John Muir,bar,favorite,true
Berlin,52.5655602,13.406144399999999,https://www.google.com/maps/place/Jones+Fischladen/data=!4m2!3m1!1s0x47a8526ca43a1b07:0x34f814ffc200fd1c,Jones Fischladen,other,favorite,true
Berlin,52.487415899999995,13.431054500000002,https://www.google.com/maps/place/Jungbusch+Berlin/data=!4m2!3m1!1s0x47a84fb0e99e1a3d:0xfbd037123c52590f,Jungbusch Berlin,bar,favorite,true
Berlin,52.462472399999996,13.459820200000001,https://www.google.com/maps/place/Komponentenkontor+Berlin+GmbH/data=!4m2!3m1!1s0x47a8572a9599ed03:0x871ae30e7c31ca30,Komponentenkontor Berlin GmbH,other,favorite,
Berlin,52.5287904,13.3974753,https://www.google.com/maps/place/Kopps/data=!4m2!3m1!1s0x47a851e5e9e5282d:0xf0621735e2b74b11,Kopps,restaurant,favorite,true
