Title,Note,URL,Tags,Comment
,,,,
Kimchi Tattoo Madrid,bat tattooer tattooed here,https://www.google.com/maps/place/Kimchi+Tattoo+Madrid/data=!4m2!3m1!1s0xd4227796cb9608f:0xe22f897172a51c1a,,
Lombard Street Tattoo,saw zahra tattoos tattooing there on ig,https://www.google.com/maps/place/Lombard+Street+Tattoo/data=!4m2!3m1!1s0x5495a80218fdc41d:0xd3941665a879961d,,
Baby Jane Tattoo Parlor,,https://www.google.com/maps/place/Baby+Jane+Tattoo+Parlor/data=!4m2!3m1!1s0x47e66d803fd5c391:0x5104a3f71330cb60,,
