Title,Note,URL,Tags,Comment
,,,,
OFTR Bar,"it's a NYC themed bar, which is kinda funny.",https://www.google.com/maps/place/OFTR+Bar/data=!4m2!3m1!1s0x30e29f90dc5520c7:0xfa8725d6de45bc2a,,
12 × 12,"Best bar I went to in Bangkok. real people, nice bar tenders, chill vibes, DJs sometimes, but not bad taste club vibes. def more of a bar than a club.",https://www.google.com/maps/place/12+%C3%97+12/data=!4m2!3m1!1s0x30e29e52732369d3:0xacdddb603055898e,,
BAR ARCHIVE,Just went here for drinks and they were all super interesting,https://www.google.com/maps/place/BAR+ARCHIVE/data=!4m2!3m1!1s0x30e29fb1cb08f7db:0x6725efb9d70146c0,,
Culture Café,"they do lots of cool RA events. very chill place, not fancy at all. the bartender/owner is fun to talk to",https://www.google.com/maps/place/Culture+Caf%C3%A9/data=!4m2!3m1!1s0x30e2990b13703831:0x8abc7e4fd8b1d457,,
Mutual Bar,they have a cool rooftop (not super nice but cool for a smoke) with nice views,https://www.google.com/maps/place/Mutual+Bar/data=!4m2!3m1!1s0x30e29f10f2f30eb7:0xd2b796f7420cb604,,
