Title,Note,URL,Tags,Comment
,,,,
Wat Saensuk,simon the tattoo artist in bangkok told me about this place. looks so wild,https://www.google.com/maps/place/Wat+Saensuk/data=!4m2!3m1!1s0x3102b4c81ddc9cf3:0xadaf2c6942ec3e98,,
Yaowarat Rd,Great place to walk around and try food. crazy neons and signs all over,https://www.google.com/maps/place/Yaowarat+Rd/data=!4m2!3m1!1s0x30e29921f76193f7:0x5864886b1bdc3702,,
Asoke Motorbike Rental,Rented my Scooter the whole time from this place,https://www.google.com/maps/place/Asoke+Motorbike+Rental/data=!4m2!3m1!1s0x30e29f8e5bfb7169:0xbd6d94060a4c1cc6,,
Andamanda Phuket,,https://www.google.com/maps/place/Andamanda+Phuket/data=!4m2!3m1!1s0x305031e4ead088fd:0xd98b281950ad571d,,
The Reclining Buddha,,https://www.google.com/maps/place/The+Reclining+Buddha/data=!4m2!3m1!1s0x30e2992eeec3a399:0x171a6b616b0a447f,,
