Title,Note,URL,Tags,Comment
,,,,
"The Standard, Bangkok Mahanakhon",This is in the famous big building in Bangkok. very cool interior. my friends stayed here. i visited them in the hotel and drank with them there it was incredible.,"https://www.google.com/maps/place/The+Standard,+Bangkok+Mahanakhon/data=!4m2!3m1!1s0x30e29fc0bdc19835:0x37f64e8c876298ce",,
"Public House Bangkok, a Member of Design Hotels",I stayed here. It was nice. they have great food. Pool on the roof sucked tho…,"https://www.google.com/maps/place/Public+House+Bangkok,+a+Member+of+Design+Hotels/data=!4m2!3m1!1s0x30e29f799260efdd:0xecda59d2545c1a5d",,
Soho House Bangkok,,https://www.google.com/maps/place/Soho+House+Bangkok/data=!4m2!3m1!1s0x30e29f625ebd95cd:0xdec7bc7f009bdb20,,
Ad Lib Bangkok,,https://www.google.com/maps/place/Ad+Lib+Bangkok/data=!4m2!3m1!1s0x30e29ee800259541:0x22a6e1874ab9b316,,
